name,line
Dorsey,What gives you purpose happiness meaning a lot does I mean I mean just being able to be aware of the fact that I'm alive.
Interviewer,Is pretty pretty meaningful the connections I feel with individuals whether they people I just meet or long.
Dorsey,Lasting friendships or my family is meaningful seeing people use something that I helped build it is really.
Interviewer,Meaningful and powerful to me but but that sense of I mean I think ultimately comes down in a sense of connection and.
Dorsey,Just feeling like i am bigger i am part of something that's bigger than myself and like I can feel it directly in small.
Interviewer,Ways or large ways however manifest this is probably uh it's probably a last question do you.
Dorsey,Think we're living in a simulation i don't know it's a pretty fun one if we are but also crazy and random and.
Interviewer,Brought with tons of problems but yeah would you have it any other way yeah I mean I just think it's taken us.
Dorsey,Way too long to as a planet to realize we're all in this together and we all are connected in in in very significant.
Interviewer,Ways i think we we hide our connectivity very well through ego through you know whatever or whatever it is of the day.
Dorsey,But that is the one thing i would want to work towards changing and that's how I would have it another way because if.
Interviewer,If we can't do that then how we're going to connect to all the other simulations because that's the next step is like.
Dorsey,What's happening in the other simulation escaping this one and yeah spanning across the multiple simulations and.
Interviewer,Sharing it and on the fun i don't think there's a better way to end it Jack thank you so much for all the work you.
Dorsey,Do there's probably other ways that we've ended this and other simulations that may have been better well that's a.
Interviewer,Wait and see thanks so much for talking to thank you thanks for listening to this.
Dorsey,Conversation with jack dorsey and thank you to our sponsor masterclass please consider supporting this podcast by.
Interviewer,Signing up to master class at master class comm / flex if you enjoy this podcast subscribe on youtube review it.
Dorsey,With five stars an apple podcast supporting our patreon are simply connect with me on Twitter at Lex.
Interviewer,Friedman and now let me leave you some words about Bitcoin from Paul Graham I'm very intrigued by Bitcoin it has all the.
Dorsey,Signs of a paradigm shift hackers love it yet it is described as a toy just like microcomputers thank you.
Interviewer,For listening and hope to see you next time  .
