name,line
Interviewer,Words that fast you're not saying anything you're not saying yeah it want me to say it takes a skill level to do.
Eminem,That and i feel like they're not respecting that part of the game you know what I'm saying it takes a it takes.
Interviewer,A phenomenal skill level to rap at the speeds that you wrap at syllables within those you know I'm saying it's not like.
Eminem,You like then i'm over here then i'm over there then I'm over here then I'm over there you know some people fool.
Interviewer,People yeah i mean they're just gonna flow in that I'm gonna buzz it down then I'm gonna buddy's like oh you're.
Eminem,Saying like you actually are putting you know syllables punchlines metaphors within that you know cadence.
Interviewer,And people are i just think a lot of times when a rapper says oh he's just rapping about rapping or he's too rapid.
Eminem,E-wrap it usually comes from a rapper who can't rap that well a lot of people diss what they can't do.
Interviewer,Hmm so it's like if i can't do that i'm gonna just I'm just gonna sit on it yeah I'm gonna sit on it and make it like it.
Eminem,Ain't that good anyways right and then people buy the narrative yeah yep and then you know it might maybe it makes.
Interviewer,The person feel good with whatever is going on inside them I saw some dude I don't remember where I even seen this.
Eminem,What show it wasn't like what site it was on or whatever some dude was trying to trash Jake Jake oh about middle child.
Interviewer,And was saying oh i just fell off at the end it was like and I'm like what the are you talking about like I can't take you serious you could take that.
Eminem, right right and then it's like sometimes you'll be like yo would you listen to that and.
Interviewer, then you say this is trash like that that I I can't respect your opinion I can't yeah they're probably the ones.
Eminem, responsible for these top 50 list that go around like people like that we all know saying yeah I mean I mean I know.
Interviewer, it's your opinion but your opinions wrong for sure yeah 100 speaking of top list dog is your top.
Eminem, nine that you named on till I collapse still the same yes and no yes because well what's happened since then is like.
Interviewer, you know I'm saying it's coming from a place of experience we know what it takes basically like you just said um.
Eminem, then why didn't I think of that every time yeah I'm saying like the rapper that makes you go fall ah yeah well you.
Interviewer, know it was right there damn yes like sometimes it could be an easy line and you'd like that line is it it seems easy.
Eminem, to think of but it wasn't the arms in and it was like why did it that this is what I do for a living how come.
Interviewer, I missed that line you know they're saying like I hear that a lot yo you know what I want to mention.
Eminem, too I just thought about this when I got this is funny pun intended when I got for the your booty is.
Interviewer,Heavy-duty like diarrhea yeah a lot of for that line right pun intended but it's like wait Oh manage its trash yours Trish I'm just being stupid like.
Eminem, it's sometimes you ever think of a punchline is like it's just supposed to be stupid right that's supposed to be.
Interviewer, it's a stupid line and sometimes I throw those in there too just like just to get a reaction out of people to.
Eminem, get a laugh whatever it is you know I'm saying it ain't that serious but it's like oh man he sucks cuz he said like.
Interviewer, yeah they pick out one thing oh yeah because and that just let you know how good you are because they'll go through.
Eminem, okay you just said a hundred dope ass lines and then they'll pick one and say but hey he said this right.
Interviewer, here and it's like you know you just know that that person is a hater I never was like play a couple lines and be like.
Eminem, I don't like that right like what they said right there next line go by I like that though.
Interviewer, that's dope I never hated a song because of one bar now if you know I'm saying lever cuz now if I go back and listen to.
Eminem, all the classic music that I loved growing up I'm sure I could find that bar that at that you are saying but it's.
Interviewer, just it wasn't that wasn't the point you know I mean like it's just crazy now that we have the internet and all that.
Eminem, everybody has an opinion on well everybody everybody's an expert that's that's the thing that it's like you know.
Interviewer,Yeah that's why we listen to the fans man the fans get you your fans listen dawg I engage with your fans.
Eminem,Every single day you know i'm saying they hit me every day some of them leave me sorry about that.
Interviewer,Now that's all good man they some of them leave me like paragraphs in the DM like hey man if you see Marshall can you.
Eminem,Tell him you know um so I'm just like you know hey man whatever and they're really passionate.
Interviewer,About you know supporting you i think any artist would want to have fans like you have you know I'm very grateful for.
Eminem,That absolutely do you ever read any of the comments online that they leave uh well.
Interviewer,I went through phase of that for sure you did and yeah and then I had to kind of stop and put it all in perspective.
Eminem,And be like listen man like you know just reading comments period right like it just makes it like okay you realize.
Interviewer,Like you're you're not gonna please everybody you just can't get into saying like you can't you do this over here and.
Eminem,Someone doesn't like it they want you to do the opposite then you do the opposite you please that person right or you.
Interviewer,Don't and this person hates it you know I'm saying like it's it's very tough but um no I agree with that it's kind of.
Eminem,Like you know quarterbacks reading a sports column you know I mean after games you know there's Monday Morning.
Interviewer,Quarterback yeah exactly so but like like I said man these fans that you have to hit me every single day um they asked.
Eminem,Me if i can ask you a couple questions what's your favorite food taco bandino beets beets.
Interviewer,So you got good good ass bullet put oh you're talking like this kind of be like damn your blood pressure is excellent.
Eminem,Around this one yeah beats not my favorite food is I don't really have a favorite food okay let's.
Interviewer,The favorite tv series mmm right now currently power power yeah about it yeah I wants power power uh do.
Eminem,You put me up on a walking dead I was watching Boardwalk Empire all the time and you is that the land one time.
Interviewer,Yeah it was like yo you gotta check out Walking Dead and he was mean you said it was some zombie I was like I don't.
Eminem,Know if i could do this on bc and use like no you gotta watch it then I got hooked on this yeah yes it was a great great loss series.
Interviewer, right there the wire I mean I've said that many times but man that's like cream of the crop.
Eminem, like those shows that like I don't know it's like they'll never be another one of those right right there are those.
Interviewer, kind like Breaking Bad incredible yeah man Breaking Bad was the how it powers my though now for sure shout.
Eminem, out to 50 do you have any pets they want to know that nope do not know pets are you happy that's.
Interviewer, the most the most number one asked question that I got on Twitter is can you please ask him if he's happy I'm.
Eminem, never happy never are you happy when you angry you said something like that I'm happy when I'm angry for sure.
Interviewer, so when he gets angry he'll be happy so you guys get that that's why I so much happy now we're just talking about.
Eminem, too late like I want to mention this to man cuz I'm sitting here like like we was talking about the list and has it.
Interviewer, changed I feel like all the rappers that I said on their list will never change right I don't know about the order I.
Eminem, don't even know if I should have put it in an order like that you know saying but sometimes it's like.
Interviewer, sometimes you do things in the end it's like it fits in the rhyme scheme so you're like right like we was talking.
Eminem, about people who push the boundaries and like like red man to me like you're not like when it seemed like it was a time.
Interviewer, in hip-hop where and this was like to me it was like the late 80s early 90s where every time a rapper came out with a new.
Eminem, album they would have best rapper for a minute I'm saying like like Boogie Down.
Interviewer, Productions when by all means necessary love criminal minded but by all means necessary he was like the pinnacle of.
Eminem, like rap at that point in time was like what the like and Redman came out was so good right and then like when NAS.
Interviewer, drop right maduk it was like this is as good as it gets right like this you can't get any better.
Eminem, like that was incredible and then Biggie and then to me Redman when he made Muddy Waters I was like yelling at that that.
Interviewer, that was like that was like when he in my opinion just pulled ahead of everybody he just shot ahead like he was.
Eminem, like like the way he man the way he was I can't even think of him yeah he absolutely smashed that even when I.
Interviewer,First heard him on when i first heard him to do the headbangers first the headbangers what the headbangers and I.
Eminem,Was like yo just doing here yeah it's fire who was this guy you know saying oh yeah what the album is so classic to me so classic to me because.
Interviewer, not only was he rapping so good but it was like his beats and everything he's making good songs right right like that.
Eminem, first album he just came out the gate making great songs and again in the image everything you know I'm saying.
Interviewer, like it was cool to be read man like to want to be read man like it was like that's read.
Eminem, man is just cool you don't say like that man was the oh it still is you can still go and that's what I.
Interviewer, like I love you when when the guys from that era still just they just never lose it yeah because you can tell.
Eminem, he loves it that's what it takes hello yep yo let me ask you man were you ever a fan of Kobe absolutely I mean who.
Interviewer, wasn't like I don't know how you could not be I can't even like that it makes me sick man it makes me really like sick.
Eminem, to my stomach to even try to grasp what happened like yeah me too million nine people man nine people many people that.
Interviewer, really shook the world you know I'm saying and I read and I asked you that too because I feel like great people.
Eminem, have a lot in common I feel like you have you know what he had that killer instinct when you going.
Interviewer, to booth that work ethic if he's showing up two hours before everybody else working on a shot I've seen you in a.
Eminem, studio you know working on a hook that you know getting it down to the last molecule in that.
Interviewer, you know what i'm saying like just making sure that that is right man your work ethic is incredible thank you.
Eminem,Is that something that you developed over the years I did mike is that something like hanging around working.
Interviewer,With dr. dre like when did you develop this this work ethic that's just like robotic almost I mean that was before I.
Eminem,Even got son was that you know i'm saying like like me you know me and Dan I knew cuz denial was like me and me and.
Interviewer,Him were so close like got really close really quick right just because of the things that we had in common and.
Eminem,Everything right so we kind of just felt like we don't have nothing you know I'm saying like it's it.
Interviewer,Was a do-or-die situation like because i there was nothing else I knew how to do I'm saying so it was like a lot of times.
Eminem,Like we used to have to we used to go to this place called mo masters I'm just gonna mow master studio and it would be.
Interviewer,Like you know ten dollars an hour something like that and so we'd have an hour basically what to get so so then I.
Eminem,Make like we made sure we had to beat I had the lyrics written and I already knew this on my heart go in.
Interviewer,There you know saying but but it's like once I got a chance to once Dre you know gave me that shot look I was like I.
Eminem,Can't there's no turning back like i can't you know I'm saying like right all I needed was like that and yeah man.
Interviewer,And plus i watched dre do it like that dude like still to this day is constantly lives in the studio cuz he.
Eminem,Loves it right right that's why we do it because one of it I like to before I close I like to give some sort of gym.
Interviewer,Get the guest to give some sort of gym to like a up-and-coming artist s that's trying to make it like you know I'm.
Eminem,Saying you just described a picture of you having to memorize your raps before you go to the studio looking at the.
Interviewer,Clock on the wall no i only have so much time in there I gotta get it all out yeah I mean it's a real grind I.
Eminem,Think sometimes the other coming artists look at people's results and they don't understand the work that it took to get.
Interviewer,There yeah what would you say man to kind of inspire some young artists like what do they what do they need to do in.
Eminem,Your opinion well i mean times are different right so we got like the kids you can make a studio quality.
Interviewer,Album on your laptop basically you know I'm saying so based off that it's like what I would say to the up-and-coming.
Eminem,Like you know any new up-and-coming rapper I would say that it is hard to get it.
Interviewer,And it's even harder to maintain hmm right so it's like his hardest I worked back then you know when you've made.
Eminem,Thousands of songs and you're like what the am I gonna rap about that I haven't already you know I'm saying like.
Interviewer,And you start once you like you you start out with a blank canvas and then you painted everywhere on that.
Eminem,There ain't no you know i'm saying like so I that's it's one of the things that I do it because I love it.
Interviewer,So i put in overtime i don't it doesn't bother me you know saying like it's fun for me to do that so I would say that if.
Eminem,This is something you're passionate about just give it everything give it everything you know I'm saying like you.
Interviewer,Have nothing else there's nothing else you if this is what you want it's got to be what you want more than anything else.
Eminem,In this world right whether it's whatever it is like if it's a sport if it's a you know this sport you.
Interviewer,Know it's jewelry time that's what i say every time uh man dog I like to thank you man for giving me so many time a lot.
Eminem,Of your time actually man absolutely but yo I watch Chris corner I watch it all the time it's dope to me.
Interviewer,Because like i a rapper of your caliber to do something like this is just a it's such a good concept because you're an.
Eminem,Expert in this field you know i'm saying I appreciate and I think that everyone needs to know that who doesn't already.
Interviewer,You know you shame that brought so many as hard as you go with the pain men like I'm telling you this is top-notch top-tier lyricist you Royce man it's.
Eminem, like like it's it's it's a I feel like it's great that I know you guys man cuz it's it's also like it's it's kept me.
Interviewer, over the years to push my pen in to keep going right cuz it's like likewise my brother music to murder to be murdered.
Eminem, by out now everybody go get it three or four times yeah I'm saying streaming the out.
Interviewer, that you know me and I'm on track 19 get you a rap media host that could do both yeah thank you.
Eminem, guys I really appreciate you man absolutely much more success to you my brother absolute core nur we out of here.
Interviewer,  .
