name,line
Eminem, would be up for album of the year and then the winner is Norah Jones who and I I.
Interviewer, don't I'm not even trying to say anything bad about her music I just at that point I had never heard of her yeah.
Eminem, and none of my friends did either you know I'm saying so we okay whatever and then Steely Dan.
Interviewer, okay I know Steely Dan is you know Steely Dan back in the day you know I'm saying but more than the Marshall.
Eminem, Mathers LP impact like okay fine I watched 50 same 50 did not win best you were new artists at the Grammys.
Interviewer, there was nothing bigger than nothing bigger and nobody nobody since maybe like Snoop came out the gate like that.
Eminem, my first album didn't do it I never saw someone's first album and the wave happened like he had and then he doesn't.
Interviewer, get it and then I get up there another year and what was it the Eminem show and it was like whatever I'm fine if I lose.
Eminem, to Kanye or someone that I'm like okay I respect that I know who that is and Kanye has a huge following and.
Interviewer, he's made a massive impact on music fine I'm good with that but don't get us all here to use.
Eminem, your selling point for your show and stiff everybody every single time and I said after that point in time.
Interviewer, I was like don't ever ask me to come here again please do not ask me my answer is no for a hundred million years.
Eminem, never again will I go to the grave well well now you know I know the Jimmy Jam and and and some of the.
Interviewer, members of the board they are reaching out Just Blaze and different folks are now trying to make it better would you.
Eminem, ever consider you know joining the board and maybe you have a vote in it first of all that vote is fake as that's not.
Interviewer, a real vote that's not a real vote they give it to who they want to give it to they give it to their darlings the.
Eminem, oh this got critical acclaim but it sold two records like it ain't no about always what you sell I get that.
Interviewer,Vanilla ice i understand you know i'm saying like but there comes a point where when an overwhelming something.
Eminem,Comes along that has this wave and impact on music and you give it to a lotta Dottie who lot of Dottie.
Interviewer, something Lottie Dottie but you know what I'm saying like it's like man I don't know who won over Kendrick and J.
Eminem, Bruno Mars is incredible Bruno Mars is great but I remember Beyonce they went for the album lemonade yeah.
Interviewer, yeah it's like what the hell you know it's like they're so tone-deaf to what is actually going on but they're.
Eminem, not in a sense of oh we're gonna give B hunter here we're gonna get J here we're gonna get we can say all these names are.
Interviewer, gonna be here we'll make them play I guarantee you I guarantee you that the people from the Grammys was on the phone.
Eminem, with Beyonce's people or jay-z's people saying every year that they're up for something hinting they're gonna win to.
Interviewer, get them to come there nobody guarantee you over there I guess I won't see you at the Grammys this year yeah.
Eminem, probably not I mean I oh yeah what if you nominated first of all I won't be okay because.
Interviewer, they know that I don't like them and if I was I wouldn't win because they know that I don't like one final question I.
Eminem, want to ask you about a song that to me man it was probably one of the most heart wrenching songs on the project was.
Interviewer, stepping stone you know and it you tell the history of d12 how it started you know and what happened through the.
Eminem, duration and at the end of it you said it's over that's it what of members aware of that song they.
Interviewer, were they were they were they got they got a heads up and you know I explained I honestly I have not talked to Swifton.
Eminem, and conniver yet about the song they just knew it was coming down the pike but uh the way I explained it is this.
Interviewer, proof was the glue they binded us all together right he did so much the scenes that I didn't even realize.
Eminem, and did things to keep us a group and then motivate us mentioned that you guys knew all this stuff was happening but.
Interviewer, y'all never talked about it you know you were man you know I'm paraphrasing in the verses but everybody was doing their.
Eminem, solo projects and you know y'all was drifting further apart well that's what ended up happening was everybody was.
Interviewer, kind of doing their solo things made solar projects mixtapes and things like that and did we're doing shows and I.
Eminem, think the conversation now going forward is to see if there's anything we can do to help their solo careers you know and.
Interviewer, we'll always be friends man we always been friends smooth kids yeah I'm saying so we'll.
Eminem, always be good on that aspect you know and I want to help them do whatever whatever it is that their next thing is.
Interviewer, on the agenda you know I'm saying mixtape album shopping whatever it is when I listen to these stories and I've.
Eminem, known you since the 90s and I've known you through these ups and downs and even if I wasn't there on your side I was.
Interviewer, there on your team so to speak you know I'm sitting there thinking man this man must have went through some great.
Eminem, therapy because right now where you out you seem like you're in a comfortable place you know who you are you know what.
Interviewer, you want and even though you got these people coming at you get strong enough to respond in the way that you wouldn't.
Eminem, naturally do it how did you get to this place though the did you do therapy was it no I just my music is therapy you.
Interviewer, know so I just I don't know man I've been coasting through and I feel like I just always I write all the time.
Eminem, mm-hmm whether I use it or not you know I write all the time and that's my best therapy is to be able to get stuff out.
Interviewer, just like the d12 song it was like one of those things were like I know that they have things they want to say to me.
Eminem, and I have things I want to say to them so this is kind of how I wanted to tell them like you know I love you guys like.
Interviewer, forever they come here it's just the one day g12 album just doesn't seem in this climate right now dear I don't.
Eminem, know how that would even work you don't say yeah yeah you're going through enough with this climate right.
Interviewer, so imagine d12 let me ask you this moving forward this will be my final question you have always to the public.
Eminem, seemed like an elusive introverted person that they don't always have access to the less I think that's.
Interviewer, hilarious okay by the way you know I'm not going to clubs anymore I don't do that.
Eminem, you know saying I'm sober I don't but I do a lot more and go a lot more places than people actually think I do I just.
Interviewer, do it under the radar man that's all we don't you know in Detroit we don't have paparazzi like LA or New York you know.
Eminem, saying so I'm out a lot it's just that people don't really see me don't you out and about.
Interviewer, yeah that's interesting to know like I said you're not gonna catch me in a club throwing money or you know I'm.
Eminem,Saying like i've been through all those days and all that like as far as you know I've done the old club scene.
Interviewer,You know i did it for a long time too long now but congratulations man I like the Kamikaze project thank you um I.
Eminem,Think the majority of folks who listen to it cannot deny that you an elite group of lyricist okay and I'm a dude.
Interviewer,Who's been in this for multiple decades and you at the top of my list and I like to see you keep flying for regardless.
Eminem,Sort of you know whatever the critics have to say they've been craving you back critics since your first album you.
Interviewer,Know so that that's what it's gonna be but I think people and appreciate the fact that you fire back.
Eminem,That you ain't gonna stand for it and that you still are making you still making great music so congratulations.
Interviewer,Brother absolutely thank you mhm and listen I'm glad I could sign that vinyl for you man.
Eminem,Oh yeah you know if you want to i like i said I'm gonna take it home check out some bars okay here let me see that.
Interviewer,Children's silver distance you see that's why in text shout out the King tectus my brother partner in crime since.
Eminem,High school since day one still swaying Tecla forever shave for five months nice make sure you tune in okay shame.
Interviewer,For five demi .
